customer_id,churn,tenure,monthly_charges,total_charges,contract,payment_method,feedback,topic
CUST982,TRUE,1,35,35,month-to-month,bank transfer,null,product quality
CUST983,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST984,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST985,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST986,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST987,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST988,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST989,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST990,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST991,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST992,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST993,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST994,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST995,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST996,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST997,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST998,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST999,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST1000,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
